idx,first_piece,reference_second_piece,guided_output,general_output,rougeL_guided,rougeL_general,delta_guided_minus_general
183,"From 15 to 25 September 2022, Societe Generale is holding a new edition of the Move For Youth Challenge for its employees around the world, to support the education and integration of young people. Let’s work as a team to cover 2 million kilometres by walking, running, cycling and taking quizzes.Alone or in teams, take up sporting challenges (walking, running, cycling) and accumulate kilometers on your Smartphone / Garmin / Fitbit / Strava. Our accumulated efforts will surround the Earth with the Red Ribbon, symbolizing the values of mutual aid and the collective in the fight against AIDS.",". This event, open to all, allows us to inform about the latest news on prevention and treatment while promoting sport in the quality of life of all. This challenge benefits Sidaction, which finances research programs and associations in France and abroad. Registration and additional information at www.relaisdurubanrouge.fr",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
184,"It’s time to move. Namshi is igniting a new generation of individuality through fashion. With on-the-go online shopping, the tools you need to be dynamic, bold, and fun are right at your fingertips. Everyone has style, and We're all about expressing it to the max. We've got:2,000+ brands and","200,000+ products across clothing, modest wear, footwear, beauty, sportswear, accessories & more.We're making moves in:Saudi Arabia, United Arab Emirates, Kuwait, Oman, Bahrain & Qatar.We're moving with:adidas, PUMA, Nike, H&M, Swarovski, Skechers, Mango, Calvin Klein, Lacoste, GUESS, Charlotte Tilbury, M.A.C Cosmetics & more.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
185,The SpySpotGPS app gives you easy access to your Spy Spot GPS Tracker on the go. You can,"view and track your GPS location, events reports, breadcrumb trail, geofence, set text/email alerts and more.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
186,"Simple usage manager to check and limit how you use your apps. Perfect tool for parents and kids wishing to control their app usage. ★ Top apps used★ Today's and this month usage★ Monthly usage for each app.★ Day of the week average usage for each app.★ Limit app usage per day, per month or per day of the week.","Requires either root, the use of 3C Companion (https://3c71.com/3cc) or activating an accessibility service.This app offers an accessibility service to limit app usage, it will never collect any information. Privacy PolicyMy son asked for it! So I built it.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
187,Bumble is social media app available for android users. This app help you to find new friends. Features :# you can add your feeling in your profile# easily you can copy your profile link and send it your friend# You will able to find,who nearby your location# Talk in real-time and stay in touch at all times with Instant Chat# You can see all the notification in your main page# You can send a gift your friends# you can see profile visitors.,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
188,"Welcome to LiveFot!If you are a football fan, then this app is for you!Here you'll find the latest information about the matches results for all major leagues and cups, all in one place! You'll also find the detailed information about fixtures stats, events, commentaries, teams and players stats, lineups, ratings and more!You",can also join the LiveFot tournaments and predict the results of matches and compete with your friends and other players!Climb up the Leaderboard and win!Features include:▪︎ Live scores.▪︎ Stats for teams and players.▪︎ Ratings.▪︎ Transfers.▪︎ Lineups.▪︎ Tv Schedules.▪︎ Live events.▪︎ Live commentary.▪︎ Highlights.▪︎ Tournaments and Predictions.Website: https://livefootballcenter.com,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
189,"Whether you are a casino dealer, party dealer, or wanting to learn more about craps, Craps Calculator can help you practice the game with ease.",A must have tool for any player or professional.,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
190,"GroomTribe is the Philips Shaving and Styling App- created to help guys get the most out of their shave and create their ideal beard styles.Combining Philips’ decades of shaver and trimmer design know-how with the expertise of dermatologists, barbers and other professionals, GroomTribe is the only male grooming app you’ll ever need.-Pair the app with a Philips Bluetooth enabled shaver to get real-time guidance as you shave. Using the inbuilt sensors in your connected shaver, you can groom yourself quickly and effectively, while also eliminating common shaving-related skin issues thanks to your own Personal Shave Plan.","-If you’ve ever wondered how to grow an eye-catching beard or gravity-defying mustache, or even if you just want to know how to create a good-looking stubble, GroomTribe’s Style feature will guide you every shave of the way. -Get personalized beard styling and shaving advice based on your interests, and receive tips and tricks covering a range of men’s lifestyle topics.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
191,"One puzzle, one phrase: can you guess the meaning hidden behind each drawing? In this word game, you have to solve dingbats where pictures and words are clues to the answers.Train your brain by solving the dingbats. And if you have some difficulties to solve a dingbat, you can ask for clues or help from your friends to solve those wacky wordies. Have fun recognising or learning new idioms through the levels of the game.New dingbats are regularly added to the game.","If you have a puzzle in mind and would like it to be featured in a next release of the app, you can also send it.A lot of the puzzles are based on British sayings so it might be more challenging and difficult if you are not British.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
192,This is a RYA based community.This is the Official app for RYA (Chennai) members to connect with each other.Features :-1. Contacts:Contact details of all the members of the RYA (Chennai) community.2. Directors:Get to know the committee members for the current term.3. Events / RSVP:Stay informed about the the latest events within the community.4.,Birthdays & Anniversaries:Never miss auspicious occasions like this with our daily reminders of birthdays and anniversaries.5. Albums:Cherish the past memories from the various events with this feature.Disclaimer:This app is only meant for RYA (Chennai) members.,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
193,"Easy to read flight board. A flight status tracker both for departures and arrivals.The app will find out the nearest large airport against your position. In departures mode, it will display the flight board with the upcoming departures : you can check out at a glance the departure gate of your flight. If you are to pick up relatives, switch to 'arrivals' mode to check actual arrival time and terminal. As passenger you may also check the baggage claim area.You can use the powerful airport search engine to switch airport.",About 10.000 airports are available.Permissions : we are concerned by privacy. You will only be requested to grant coarse location permission. You may deny and head to the airport search feature.,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
194,"V2S Infosystem is a global IT consulting and software services company, our key focus is to transform clients business ideas to reality. We tend to convey top quality service in The Indian subcontinent, America and Europe. Our hundred plus associates will be our most important possession which allows us to make sure to separate ourselves in a competitive sector. We are headquartered in New Delhi and have an operational centre in Noida, Uttar Pradesh.V2S Infosystem is specialized in B2B and B2C business opportunity to start your own Online Mobile Recharge Portal.You will directly manage recharges for prepaid and post-paid mobile, DTH and Data Card Bill Payments.","Mobile Recharge Software, E-Commerce Software, Travel Portal, Real Estate Portal, CRM software and Mobile Recharge API. Company uses different languages such as PHP, ASP.Net, Java, and Open Source Word Press, Joomla development.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
195,"Train Jam: Colorful ConductorEmbark on a thrilling railway adventure with ""Train Jam,"" a captivating mobile game that challenges you to master the art of matching wagons and assembling vibrant trains. Strategize your moves, earn rewards, and unlock an array of unique locomotives and wagons in this engaging puzzle game.Features:🚂 Wagon Matching Madness: Put your matching skills to the test as you link wagons of the same color to complete trains. With each successful connection, you'll inch closer to conquering the level.💰 Strategic Earnings: Progress through levels and amass a fortune. Use your hard-earned cash to expand your collection with a variety of distinctive trains and wagons, each bringing its own flair to your railway empire.🌈 Vibrant Train Variety: Customize your train collection with an assortment of locomotives and wagons, each boasting unique designs.🚆 Challenging Levels: Navigate through an array of dynamic and increasingly complex puzzles.","Each level presents a fresh challenge, pushing your matching skills to new heights and keeping you engaged for hours on end.Why ""Train Jam"" Will Keep You Hooked:""Train Jam"" combines strategic thinking with colorful matching for a truly addictive experience. As you progress, your collection of trains and wagons will evolve, providing endless opportunities for creative gameplay and stunning visuals.Download now and dive into a world where train matching meets strategic thinking. Unleash your inner conductor, conquer challenging levels, and build a dazzling fleet of customized trains. Are you ready to ride the rails and become the ultimate railway tycoon? All aboard!",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
196,"Epson Cloud Solution for mobile allow you to grasp the state of the printers in the production site on the smart phone or tablet anytime, anywhere by connecting secure cloud-based platform.You can see the number of printed jobs, printed area, printer operation rate and also know if there is an error in real time. And 'Report' feature can summarize these data for a specified time period and display graphically and you can also see the breakdown by each printer.Easy to share the screen-shot which the app is showing with other person by using E-Mail or other sharing application on smart device.Even if","there are some trouble in product site when you're on the go, if it's easy to see whether there are some trouble or not and to resolve quickly, then it's possible to minimize the occurrence of a down time.In order to login Epson Cloud Solution PORT for mobile, register a user on Epson Cloud Solution PORT (for PC).Visit the following website to check the license agreement regarding the use of this application.https://support.epson.net/terms/lfp/swinfo.php?id=7060",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
197,"IPTV Chile Pro is a fabulous media player that allows end-users to play their content like Live TV, VOD, Series, and Local audio/Video files supplied by them; on their Android Phones, Android TVs, FireSticks, and other android devices. Feature Overview- Live, Movies, Series, and Radio Streaming Supported- Support Xtream Codes API, M3U URL & Playlist, Local audio/video files- Native Player and Built-in Player Added- Master Search - New layout / UI Design- Episode Resuming Bar- Support: EPG ( TV Program Guide)- Support: External EPG Sources- Ability to change the buffer size for the VIDEO Player-",Chrome Casting- New Controls on the Media Player- Auto Next Episode Play Supported- Parental Controls- Support: TV Catch Up Streaming- Support: Continue Watching- Support: Recently Added Movies & Series- Support: Multi-Screens and Multi-Users- Support: Local Audio / Video files Playing- Ability to add external Players- Speed Test facility Integrated and VPN Integration- Support: Dynamic language switching- Support: Picture-in-Picture- The new way to download the content- Load Your Playlist Or File/URL Improvements- Ability to open the channel list on the Video Player- Ability to open “ List of episodes” on the Video Player,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
198,"App keeps you updated with your coaching institute activities like daily assignments, results, attendance and fees details on your finger tips.",Get notifications and reminders from your coaching institute instantly.,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
199,Super fun and exciting puzzle game is waiting for you. All you need is rich imagination to match emojis in Emoji Puzzle.Let’s find related emoji and connect them. After finishing you will win game.That's all? It's not as easy emoji puzzle as you think!Features:🙂 Each level emoji is well-designed😀Fun and unique pairs of emotion are used 😄More than 100 different puzzles gameplay😆Variety emojis from easy to difficult 🤣Very simple to play by just using your fingers to swipe and match All the fun emojis will be matched logically that helps you to train your imagination.,Download Emoji Puzzle game now so you can become an emoji expert!,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
200,"News has never been more local than in the palm of your hand. The YourErie 2Go mobile app brings you all the top stories from our daily broadcasts, as well as stories developing in real time.We provide the best coverage of Erie's local news and info, so check out our app and watch for updates from Your News Leader!Check out YourErie 2Go, the best way to get all of your local Erie, PA news, weather, sports and other great LOCAL Northwestern PA information. Our information comes from the combined effort of Your News Leader, JET 24, and FOX 66.FEATURES:• Watch video of your trusted reporters on the scene, and read revealing articles on what's going on in your community.• Plan your day and week with detailed weather reports, live alerts of severe conditions, and an interactive radar map.• Optional alerts on breaking news keep you in the know.• On the go?",Save stories for later to access at your convenience.,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
201,Ultra fast anonymous browsing through list of VPN servers distributed across the globe.Connect through Unbklocker all VPN and change your Ip and Hide your real location while keeping your connection secure.,"Recharge card based signup. Make your internet browsing faster.Use it to access blocked websites, video streaming and VOIP calls.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
202,"Check www.instagram.com/arflowarts for examples and tutorials :) Transform your flow arts, dance and movement videos with endless possibilities. Make your props change colors, add trails to your body, pour fairy dust from your flow, connect your juggling with webs of lines and much much more.",The basic effects are free forever!!!,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
203,"Whether you are a fleet manager or driver, maximize your travels with the Harnois Énergies application, which will guide you through our different refuelling points.","It includes information on each of our refuelling point business hours, services offered, as well as payment methods accepted. Have a safe trip!",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
204,"Better Life Kids is a safe, free streaming video app for Kids. Instantly stream curated Arabic Christian content for your child, with 100s of episodes and songs to teach them biblical values, bible verses, worship songs and more.","We aim to help your child grow deep with God through fun ways! Enjoy watching with them on phone, or tablet.Download the app now, and never feel sorry about the screen time.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
205,"Voice Recorder is designed to provide you an easy and wonderful recording experience with high quality sound, while also offering playback capabilities.Features:* Audio Recording.* Edit: Rename and Delete* Playback records.* Share a recording.* Import audio files.* Records listview.* Bookmark the selected record.* Beautiful colored themes.* Supported recording formats are M4A, WAV and 3gp.* You can Set sample rate and bit-rate.* Record and Playback in the background.* Display record waveform.There are three available recording formats:M4A format is encoded with AAC audio codec has good quality and small size.Waveform Audio File Format (WAVE, or WAV)audio file format standard for storing an audio bit-stream on PCs.","Stores audio data uncompressed.3gp format.In settings, select sample rate, bit-rate (for M4A only) and stereo.Selected preferences directly affect on record file size.With beautiful themes, customize the app design and make the experience better for you.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
206,Join our Journey into the poppy playtime world and let your imagination loose in an unfamiliar environment inside poppy playtime.This game helps to know the content for Poppy Playtime Wiki and know,"this game brings unique elements for you.in poppy playtime game you must stay alive in this horror, puzzle adventure.All fun and Scary in poppy playtime horror game.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
207,Calendar Bar shows the current day and month in the your status bar.Simple UI with easy to understand options.Just 1 tap for choose style and display date.No root.Support for almost old device.Calendar Bar,allow features:- Display day of week in the status bar.- Display date/month in the status bar.- Customize with border.- Support custom color for icon on status bar.Premium version:- No ads.- More font.- Boot from device.- Smoother.,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
208,"Description- Use Da Fit Band to set, track, and follow your health data day and night.- Monitor and track your sleep quality.- Start every day feeling rested with gentle",alarm.- Gain insights from easy to view trends based your personal health data.- Set your band to vibrate when you have incoming calls on your phone.,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
209,"New strange minimalistic indie horror quest adventure game with atmospheric dark mood, mystic storyline and pixel art.Are you brave enough to check",that strange sounds?Are you ready to go up and face monster?What if monster is you?,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
210,"Find the Words is an addictive word search puzzle game where you need find words from different categories. It's an exciting way to train your memory, expand vocabulary and improve spelling skills.How to playConnect letters on the board to find words. You can move horizontally and vertically after each letter, so the geometric shape of the word can be complex making this word search quite challenging. The game consists of categories of levels (topics). Each category starts with easy levels, but the further you go, the more difficult they become.","When you get stuck and can't find a word - use a hint!Features★ Different categories of levels (animals, fruits, countries, cities, etc.)★ Daily task with double reward★ Leaderboard and achievements★ Pleasant sounds★ No WIFI? Play this word search offline anytime, anywhere!★ Support for other languages: German, Polish, Italian, Portuguese, Spanish, Ukrainian, FrenchIf you are a lover of crosswords and word search puzzle games, then you will enjoy Find the Words for sure. Have a nice game!",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
211,"Forest pond with calm relaxing waves and a live 24 hour sky.Based on the beautiful photo ""The calm before the storm..."" by Keven Law, taken in Bedgebury Pinetum, Goudhurst, Kent,","England:http://www.flickr.com/photos/kevenlaw/2592566393/Other contributors:Balloons: turtlemom4bacon, falcon1961 and Eric WardMoon: Luis ArgerichThanks everyone for the creative commons licenses!",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
212,"Currency Converter for over 170 currencies with real-time exchange rates. Instantly convert any currency amount to other currencies.With over 170 currencies from all over the world sourced from 15 reliable financial data providers and banks, including the European Central Bank. Featuring multiple currency fields, historic rate charts, and a built-in currency converter calculator.Supported currencies of the ""Currency Converter"" include the dollar, euro, franc, krona, krone, leu, peso, pound, the rial, riyal, ruble, rupee, shilling, som, won, yen, zloty, yuan, Malaysian ringgit, and virtual currency Bitcoin!","You can access live and historical information about gold (XAU) and silver prices (XAG).Download the app for free now and convert foreign currencies at real-time FX rates, anytime, anywhere!",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
213,"Adopt Talking Dog as your very own baby puppy dog and help him grow into a cutest fully-grown virtual pet dog. Take care of Talking Dog, the cutest puppy out there. Talking Dog needs your love. Just talk to the talking dog. He answers with his funny voice and reacts to what you say or your touch.Customize him by choose from loads of accessories to make him look like you like!How to play Talking Dog:- Poke or slap Dog's face, belly, feet or hands. - Then you can talk to Dog and he will repeat with a funny voice.- Feed Dog his favorite foods, play with him.- Play mini games and watch videos to collect coins.- Tickle and slap the dog for fun.- Have fun with talking dog on the playground and make sure he gets some sleep.- Decorate his home and choose the best furniture to make his house look cool.- Unlock the magical my little Puppy & Dog.- Play as 16 different puppies and Dogs.- Advance through levels and get fun gifts.Enjoy hours of fun and laughter with the Talking Dog!",Play now and see for yourself why the game’s so popular!,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
214,Introducing the new Telldus Flow appSimplified login process using one-time passwords* (OTP)Control locally all your Smartline Flow devices without any hub or gatewayControl both Smartline Flow** & your existing 433/Z-wave devices remotelyEasy to use Automation cards for home-automationSet up,monitor for all your gatewaysSmartline Flow app users can easily migrate using the Migration function in the Smartline Flow app.* Additional SMS charges may apply.** A TellStick Flow is required,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
215,"-Classic Bubble Shooter is an Addictive Game. And our game, Bubble Shooter Panda is more than a traditional one! -It brings you amazing shooting experience hours of endless fun. And it makes aiming simple but amazing-It is a Single-player Game and No WiFi Required at all. Once you start, it is easy to play but hard to stop. -A Good for everyone Bubble Shooter game. Have fun playing bubble shooter game! ---GAME FEATURES HIGHLIGHT?---• Exploring 300+ Challenging Puzzles! • Beautiful Bubble Shooter Graphic !•Cool Animation Effects!•Download for Free Game!•Appeal to All Ages!•Applies to All Android Devices 4.0.3 and Up!•Easy to learn and fun to play!---HOW TO PLAY BUBBLE SHOOTER?---•Tap Your Finger can Move the Laser sight in the direction of the bubble!•Aim on the target bubble you want to shoot!•Release your finger to have a Shoot!•Match 3 or more Bubbles to Burst!---WHAT GET AND WHY IN BUBBLE GAME---•Get Relaxation and Fun!•Excellent Ways To Kill Time!•Train Your Brain and Exercise your eyes!•Share with Facebook Friends!Tips: Welcome on Our Bubble Shooter!","! The More Play and The More Exciting! Download it and enjoy. You and your kids will never regret this game! Are you ready play Bubble Shooter game?Like Bubble Shooter on Facebook for latest news, updates and fun surprises:http://www.facebook.com/BubbleShooter.PandaBubble",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
216,"This app is the free trial version of Rhythm Stones. You can play 5 tutorial stages and 2 main stages.You can download the full version from the following link:https://play.google.com/store/apps/details?id=com.melovity.rhythmstones1. Cross the 3D stepping stones to the beat!Rhythm Stones is a 3D rhythm game in which you cross the moving stepping stones to the beat. The stepping stones move in various types of 3D space; flat, cylindrical, spherical, and random!2. Simple controls, but hardcore difficulty!Rhythm Stones lets you touch anywhere to play, but can you get past all of the difficult beats until the end?3.","But even if you fail, special items allow you to succeed over time!The more you lose a level, the more health-increasing items appear. No matter how difficult the stage is, if you keep trying you will surely succeed!4. Enjoy 56 songs in various genres!Rhythm Stones consists of 56 stages (including 5 tutorials), and each stage consists of a different song in various genres such as rock, funk, jazz, EDM, acoustic, etc.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
217,"This is simple text editor that can help you with editing text files.This editor mostly used by me for small text notes, write down ideas while I have a break. Supports only plain text files at the moment.The code is open so can review code, send pull requests, new features, translations and so on.",https://github.com/maxistar/TextPad.Any suggestions for this project are welcomed. Thank you!,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
218,"Welcome little specimen!You're the unstable... thingy captured by scientist. Consume meats, select random Mutations, and Devour all bad guys in your sight! Every time you gain meat, you can select mutations to",make your specimen stronger.Rogue-like style running game with dynamic mutation features.Every mutation cards can stack up to 3 times for better effects.Collect Set of hats to enhance your specimen.,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
219,"Can you conquer the Impossible Dungeon? (No - It's impossible)There are NO popup ads in this game, There are NO banner ads. The only ads are reward videos that you can choose to watch if you want the offered bonus.This game features a tournament system, discord integration (claim roles directly from the game), lots of skill upgrades, quests, difficulty modes, character classes.","s. Lots of fun!This is an idle RPG where you build a party, unlock skills, buy upgrades, go up levels, and get more powerful, all so that you can go deeper into the dungeon than ever before.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
220,"Features :- Offline Music App- The best Music of Ariana songs, the latests daily updated.- Running in the background- Free mp3 songs of your favorite Pop Singer- HD quality Ariana Grande Songs- No advertising noiseWish you have moments of fun listening to music on Mobfun Store. Don't forget the comments about Ariana Grande's app and 5-star support, review the app in the Description section so we can develop new apps in the future.",Your comments will help us develop a more complete application.,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.1,0.1,0.0
221,"This app is designed to bring similar content found on the JerrySavelle.org website, to mobile devices. Features available in this app are:o TV Broadcastso Daily Devotionalso Audio Messageso Magazine - Adventures in Faitho Dr.","Savelles Itineraryo Give & Shopo Social Media, Facebook, Twitter & Instagram",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
222,Quick and effective management of travel expenses - handle your expenses and receipts in a flash! With the zExpense app you can easily take pictures of your receipts,"and automatically transfer them to your account in zExpense, to match them with credit card transactions or register them as cash outlays.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
223,"Yes or No is a funny and addicting questions game to play when you are bored. This game contains hundreds of the best and challenging Yes or No questions. Can you pick the most popular option?★★ Features ★★✔ Hundreds of fun, addicting and funny Yes or No questions✔ Submit your own fun Yes or No questions✔ Addicting game with tons of questions✔ Funny game to play with your best BFF friends✔ Fun game for both boys and girls to play and pass time when you are bored ✔ View real time statistics on what option (Yes or No) was more popular✔ No adult questions making it the best game to play with the familyIn this game you are totally anonymous. The only thing saved is how many people voted for each answer to see which option is most popular.","You can skip any Yes or No questions you do not want to answer. If you are bored, this is the best game aimed at both boys and girls to cure you of boredom. It’s very easy to play. All you need to do is read the question and then click ‘Yes’ or ‘No’. After you vote you can see statistics on which challenging option was more popular. We hope you enjoy playing our funny and addicting game to pass time. What would you rather choose? Have fun voting for your most popular option!",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
224,Compatible with all devices.Take attendance and homework in few seconds.Parents can check attendance and homework.Student attendance reports,for School administration.Apply leave for your child.Complaint and doubt clearance for parents.Send Notice to Faculty and parents.,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
225,"This App is created by the Royal Thai Navy Language Center (RTNLC) so as to be a self- learning resource accessible to anyone, anywhere, and anytime by using mobile phones. The application consists of 4 parts:Part I ALC BooksThis provides the explanation of general grammar rules. They are categorized by book levels (12-30), such as sentence structure and language usage. Also, lists of vocabulary with sentence samples are presented. The word pronunciations are provided and able to be replayed as needed. Part II Dictation: Speech to Text Exercise This part of the App (grouped into three levels of Intermediate, Upper-intermediate, and Advanced) will check learners’ ability to convert speech into text.","This skill is essential for success on the ALC listening test. Part III Matching (Thai-English Word Match) is prepared to test learners’ ability to match the meaning with the correct words. Part IV Unscramble (Sentence Structure) This is designed to test the understanding of the structure of English grammar rules by rearranging words into the grammatically correct sentences. The sentences are grouped into three levels of Intermediate, Upper-intermediate, and Advanced.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
226,"Explore the planet of nightmares with your small team of warriors. Retrieve a powerful artifact from the claws of adversaries or die trying. Meet an enigmatic race of insectoid beings and befriend their hybrid queen, helping her bring peace to a captured hatchery. Get assisted by a powerful Pleiadian woman who mingles with the structure of time itself. Claim the artifact and embrace the options it gives you to forge a future of your desire.""Spacing Out"" is a 50,000 word interactive fantasy novel by Ivailo Daskalov, where your choices control the story. It's entirely text-based—without graphics or sound effects—and fueled","by the vast, unstoppable power of your imagination.• Enjoy a personal tale of exploration, intense battles and reestablishing yourself in a world of your choice.• Lead a small team of futuristic warriors.• Evolve your expertise at sniping, close-range combat, melee combat, healing and forcefield generation.• Get saved by a beautiful Pleiadian woman.• Meet the enigmatic race of the insectoids and befriend their queen.• Claim a powerful artifact and decide what to do with it.• Play as male or female, gay or straight.• Choose between 3 optional romances.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
