name,type,star_rating,comment_count,az_metadata_date,description_html,description_short,package_name,highest_version_string,highest_version_code,description_short_length,description_html_length,star_range,description_html_clean,ROUGE-1_short_vs_html,ROUGE-2_short_vs_html,ROUGE-L_short_vs_html,cosine_short_vs_html,bart-base_pred
com.safaricom.mysafaricom,{},4.594253,49090,2025-04-11 15:45:58.191996,"MySafaricom provides an easy and efficient way for customers to access Safaricom products and services under one roof. The app is available on both iOS and Android<br> <br>With the MySafaricom App you can: <br> <br>M-PESA SEND MONEY- Select your contacts directly from your phone book, Hakikisha the name of the person you are transferring money to &amp; check the transaction charges before hitting the send button.<br> <br>LIPA NA M-PESA – Shop and pay your bills with ease at your favorite stores <br> <br>TOP-UP - Recharge your number and your loved ones by selecting their number directly from your phone book.<br> <br>VIEW BALANCES - View your account balances for Data, Bonga, Airtime or Credit limit<br> <br>HOME FIBRE - Safaricom Home Fibre customers will be able to pay or change their Home Fibre plans",MySafaricom provides easy access to Safaricom products and services.,com.safaricom.mysafaricom,1.26.0.7,12607,68,812,4-5,"MySafaricom provides an easy and efficient way for customers to access Safaricom products and services under one roof. The app is available on both iOS and Android With the MySafaricom App you can:  M-PESA SEND MONEY- Select your contacts directly from your phone book, Hakikisha the name of the person you are transferring money to & check the transaction charges before hitting the send button. LIPA NA M-PESA – Shop and pay your bills with ease at your favorite stores  TOP-UP - Recharge your number and your loved ones by selecting their number directly from your phone book. VIEW BALANCES - View your account balances for Data, Bonga, Airtime or Credit limit HOME FIBRE - Safaricom Home Fibre customers will be able to pay or change their Home Fibre plans",0.1313868613138686,0.0592592592592592,0.1167883211678832,0.70332897,MySafaricom provides an easy and efficient way for customers to access Safarigom products and services under one roof. The app is available on both iOS and Android With the MySafARicom App you can:  M-PESA SEND MONEY- Select your contacts directly
com.GentleGame.SpiralRider,GAME,3.0,1,2025-01-15 09:31:35.189586,Create huge spirals by removing bark from trunks and use them to collect coins and destroy obstacles in your way.<br><br>Warning !!!<br>Extremely satisfying game.,Create huge spirals !!!,com.GentleGame.SpiralRider,1.6.6,35,23,162,2-3,Create huge spirals by removing bark from trunks and use them to collect coins and destroy obstacles in your way.Warning !!!Extremely satisfying game.,0.2222222222222222,0.16,0.2222222222222222,0.68274677,Create huge spirals by removing bark from trunks and use them to collect coins and destroy obstacles in your way.Extremely satisfying game.Warning!!!
com.isynapse.bplightstick,{},3.9560812,1413,2023-09-21 12:19:06.107388,"BLACKPINK LIGHT STICK v2<br>Light Stick to Smartphone Bluetooth<br>Turn on the light stick and press the button twice to enter Bluetooth mode.<br>If you turn on the Bluetooth function of your smartphone and the light stick is close to your smartphone screen,<br>The light stick and the smartphone are interlocked.<br><br>[App access authority guidance]<br>Paragraph 1 of Article 22-2 of the Information and Communications Network Act (About information stored in mobile communication terminals and installed functions)<br>Notice the reason and follow the procedure for consenting access) to guide you with the necessary access rights when using the app as follows.<br><br>[Selective Access]<br>- Storage: Used for performance information<br>- Location: Used for BLE connections<br>- BLE: Used to connect cheering tools",This is BLACKPINK LIGHT STICK APP for using BLACKPINK LIGHTSTICK v2,com.isynapse.bplightstick,3.1.2,29,67,818,3-4,"BLACKPINK LIGHT STICK v2Light Stick to Smartphone BluetoothTurn on the light stick and press the button twice to enter Bluetooth mode.If you turn on the Bluetooth function of your smartphone and the light stick is close to your smartphone screen,The light stick and the smartphone are interlocked.[App access authority guidance]Paragraph 1 of Article 22-2 of the Information and Communications Network Act (About information stored in mobile communication terminals and installed functions)Notice the reason and follow the procedure for consenting access) to guide you with the necessary access rights when using the app as follows.[Selective Access]- Storage: Used for performance information- Location: Used for BLE connections- BLE: Used to connect cheering tools",0.1085271317829457,0.0314960629921259,0.0930232558139535,0.6258203,"BLACKPINK LIGHT STICK v2Light Stick to Smartphone BluetoothTurn on the light stick and press the button twice to enter Bluetooth mode.If you turn on the Bluetooth function of your smartphone and the little light stick is close to your smartphone screen,The light stick will connect to the smartphone."
com.number.run3d,GAME,3.4257426,43,2024-09-28 09:13:23.515949,"💬Rules of number merge game are easy:<br>You will start run from a small number. During the  race process, merge with other number to reach the  10.000 and win this run 3D.<br>The track is more fun than you think! Beautiful number 3D graphics and colorful race tracks. All you need to do is avoid obstacles on the way and run faster to reach 10.000<br>It is an interesting strategy game. You can relax and kill time while playing number merge game. Go ahead, run faster and reach 10.000 number.<br><br>Number merge&#39;s feature:<br>🚀Intuitive numbers movement by interacting with the screen. Driving the number instead of driving car? Interesting, isn&#39;t it?<br>🚀 Colorful number run 3D graphics.<br>🚀 Relaxing music and sound effects. Please enjoy the sounds in the game, they are comfortable and very relaxing<br>🚀 Dynamic skybox race track. Try your hand at the floating track and faster<br>🚀 Diverse number game roads: straight lines, bends, curves, downhill...<br>Do you confidently control your number to overcome obstacles on the roads to win number merge game?<br>OK! Let&#39;s get started!","Can you run faster to win in Number merge? Tactics and skillful, not easy",com.number.run3d,1.2.4,38,73,1102,3-4,"Rules of number merge game are easy:You will start run from a small number. During the  race process, merge with other number to reach the  10.000 and win this run 3D.The track is more fun than you think! Beautiful number 3D graphics and colorful race tracks. All you need to do is avoid obstacles on the way and run faster to reach 10.000It is an interesting strategy game. You can relax and kill time while playing number merge game. Go ahead, run faster and reach 10.000 number.Number merge's feature:Intuitive numbers movement by interacting with the screen. Driving the number instead of driving car? Interesting, isn't it? Colorful number run 3D graphics. Relaxing music and sound effects. Please enjoy the sounds in the game, they are comfortable and very relaxing Dynamic skybox race track. Try your hand at the floating track and faster Diverse number game roads: straight lines, bends, curves, downhill...Do you confidently control your number to overcome obstacles on the roads to win number merge game?OK! Let's get started!",0.1122448979591836,0.0412371134020618,0.0714285714285714,0.64911115,"Number merge's feature:Intuitive numbers movement by interacting with the screen. Driving the number instead of driving car? Interesting, isn't it? Colorful number run 3D graphics. Relaxing music and sound effects. Please enjoy the sounds in the game, they are comfortable and very relaxing Dynamic skybox race"
co.khal.ppaath,{},4.0588236,9,2021-09-16 14:16:28.447304,"PRATIBHA PAATHSHALA is an online platform for managing data associated with its tutoring classes in the most efficient and transparent manner. It is a user-friendly app with amazing features like online attendance, fees management, homework submission, detailed performance reports and much more- a perfect on- the- go solution for parents to know about their wards’ class details. It’s a great amalgamation of simple user interface design and exciting features; greatly loved by students, parents, and tutors.",Connect with PRATIBHA PAATHSHALA in an efficient and transparent manner,co.khal.ppaath,1.4.31.5,29,71,510,4-5,"PRATIBHA PAATHSHALA is an online platform for managing data associated with its tutoring classes in the most efficient and transparent manner. It is a user-friendly app with amazing features like online attendance, fees management, homework submission, detailed performance reports and much more- a perfect on- the- go solution for parents to know about their wards’ class details. It’s a great amalgamation of simple user interface design and exciting features; greatly loved by students, parents, and tutors.",0.2045454545454545,0.0930232558139534,0.1590909090909091,0.62926936,"PRATIBHA PAATHSHALA is an online platform for managing data associated with its tutoring classes in the most efficient and transparent manner. It is a user-friendly app with amazing features like online attendance, fees management, homework submission, detailed performance reports and much more- a perfect on"
egdigital.generations,{},4.4888887,1457,2023-12-11 10:13:11.844880,"With Generations application, take your favorite radio with you anywhere ! Listen Non Stop Generations on your Android mobile .<br>In addition to the Hip -Hop of 88.2 takes advantage of all our thematic web radios such as Generations Funk, Brand New, or Slow Jam, R&amp;B, US Rap and French Rap <br>Also found thematic radios like Booba Generations , Rohff , Wati B ...<br><br>With the Generation app :<br>Live found on your mobile THE Hip Hop Rap radio : GENERATIONS<br>Listen the best webradios playing Rap Hip-Hop New Jack ...music<br>Let yourself be seduced by Booba radios, Rohff , Wati B and artists performed on Generations<br>Find schedules your favorite shows",Générations FM la radio + Hip-hop Rap Soul Funk R&B webradios,egdigital.generations,8.6.5,118,61,668,4-5,"With Generations application, take your favorite radio with you anywhere ! Listen Non Stop Generations on your Android mobile .In addition to the Hip -Hop of 88.2 takes advantage of all our thematic web radios such as Generations Funk, Brand New, or Slow Jam, R&B, US Rap and French Rap Also found thematic radios like Booba Generations , Rohff , Wati B ...With the Generation app :Live found on your mobile THE Hip Hop Rap radio : GENERATIONSListen the best webradios playing Rap Hip-Hop New Jack ...musicLet yourself be seduced by Booba radios, Rohff , Wati B and artists performed on GenerationsFind schedules your favorite shows",0.135593220338983,0.0517241379310344,0.1186440677966101,0.6527544,"With Generations application, take your favorite radio with you anywhere! Listen Non Stop Generations on your Android mobile.In addition to the Hip -Hop of 88.2 takes advantage of all our thematic web radios such as Generations Funk, Brand New, or Slow Jam, R&B, US Rap and French Rap"
com.ezviz,{},4.712107,99626,2025-05-15 18:08:20.119796,"EZVIZ – Security Video For Smart Life<br><br>The EZVIZ app is designed to work with our series of Security Cameras and other Smart Home products. By using this app, it is so easy to manage your camera and other smart home devices remotely from across the globe any time. <br><br>You can get full access and remote control of all devices functions at fingertips, and take necessary actions to ensure the safety of your homes, businesses and loved ones when receiving immediate motion detection alerts on your phone.<br><br>Key features:<br>- View high-definition live stream from anywhere<br>- See in the dark with IR light on<br> - Playback recorded videos with CloudPlay or an SD card<br>- Talk via Two-Way Audio <br>- Get instant alerts when motion is detected<br>- Customize detection zones and sensitivity <br>- Set schedules to record the moments that matter <br>- Share devices with friends and family <br><br>Contact Us<br> Technical Support: support@ezvizlife.com<br>General Enquiries: info@ezvizlife.com",The EZVIZ app makes it easy to manage your camera remotely from across the globe,com.ezviz,6.7.9.0507,1292,80,1012,4-5,"EZVIZ – Security Video For Smart LifeThe EZVIZ app is designed to work with our series of Security Cameras and other Smart Home products. By using this app, it is so easy to manage your camera and other smart home devices remotely from across the globe any time. You can get full access and remote control of all devices functions at fingertips, and take necessary actions to ensure the safety of your homes, businesses and loved ones when receiving immediate motion detection alerts on your phone.Key features:- View high-definition live stream from anywhere- See in the dark with IR light on - Playback recorded videos with CloudPlay or an SD card- Talk via Two-Way Audio - Get instant alerts when motion is detected- Customize detection zones and sensitivity - Set schedules to record the moments that matter - Share devices with friends and family Contact Us Technical Support: support@ezvizlife.comGeneral Enquiries: info@ezvizlife.com",0.1666666666666666,0.108433734939759,0.1547619047619047,0.76454175,"EZVIZ – Security Video For Smart LifeThe EZVIV app is designed to work with our series of Security Cameras and other Smart Home products. By using this app, it is so easy to manage your camera and other smart home devices remotely from across the globe any time. You can get"
com.powermilk.spectrumkit,{},4.1666665,5,2024-07-23 06:22:37.972059,- 7 spectrum bars to choose<br>- 150+ spectrum presets<br>- Integration with Poweramp<br>- Large set of customization<br>- Support Milkdrop from Winamp<br>- Support for legacy PowerMilk applications<br>- New exclusive visualizations from PowerMilk<br>- Ability to customize any visualization to your liking,Poweramp add-on for creating unique visualizations,com.powermilk.spectrumkit,1.3.1,31,50,306,4-5,- 7 spectrum bars to choose- 150+ spectrum presets- Integration with Poweramp- Large set of customization- Support Milkdrop from Winamp- Support for legacy PowerMilk applications- New exclusive visualizations from PowerMilk- Ability to customize any visualization to your liking,0.1363636363636363,0.0,0.1363636363636363,0.61464643,- 7 spectrum bars to choose- 150+ spectrum presets- Integration with Poweramp- Large set of customization- Support Milkdrop from Winamp- Support for legacy PowerMilk applications- New exclusive visualizations from Powermilk- Ability to customize any visualization to your liking
com.netpulse.mobile.totalfitnessca,{},4.7272725,7,2023-10-24 11:57:46.550671,"The Total Fitness provides class schedules, social media platform, creation of goals and participation in club challenges. Our app will also allow you to link many of the popular fitness tracking devices and fitness apps on the market.",Track your workout in the club and on the go with the Total Fitness app.,com.netpulse.mobile.totalfitnessca,1.28,157,72,235,4-5,"The Total Fitness provides class schedules, social media platform, creation of goals and participation in club challenges. Our app will also allow you to link many of the popular fitness tracking devices and fitness apps on the market.",0.4150943396226416,0.1568627450980392,0.1886792452830188,0.7721672,"The Total Fitness provides class schedules, social media platform, creation of goals and participation in club challenges. Our app will also allow you to link many of the popular fitness tracking devices and fitness apps on the market."
org.fie.swordplay,GAME,4.3188057,58698,2023-10-14 15:08:56.829212,"FIE Swordplay is the first mobile game with real athletic rules for fencing with foils, swords, and sabers that is officially supported by the FIE (http://fie.org). Learn real techniques — from simple thrusts to powerful lunges and devious feints. Play against an AI opponent or challenge a social network friend to a duel.<br><br>Choose the country you want to represent, equip your fencer, and enter tournaments all over the world. Fight your way from ambitious novice to fencing master.<br><br>Features of FIE Swordplay<br><br>•	The world&#39;s first mobile game with real rules and techniques from athletic fencing<br>•	Gorgeous 3D graphics, phenomenal animation, and real fencing physics<br>•	Deep customization — fine-tune your weapons and equip your character with gear such as vests and masks<br>•	Compelling PvE campaign: fight your way from novice athlete to Olympic champion<br>•	Asynchronous PvP mode: duel your social network friends<br>•	Incredibly simple, easy-to-use controls. Master several types of weapons quickly, then hone your skills<br>•	Officially supported by the International Fencing Federation<br><br>Start playing FIE Swordplay and compete in fencing duels that are dynamic, striking, and full of drama — right on the screen of your mobile device! Athletic combat with swords and foils has never looked so spectacular!",Swordplay is the first mobile game with real athletic rules for fencing.,org.fie.swordplay,2.65.11877,11877,72,1347,4-5,"FIE Swordplay is the first mobile game with real athletic rules for fencing with foils, swords, and sabers that is officially supported by the FIE (http://fie.org). Learn real techniques — from simple thrusts to powerful lunges and devious feints. Play against an AI opponent or challenge a social network friend to a duel.Choose the country you want to represent, equip your fencer, and enter tournaments all over the world. Fight your way from ambitious novice to fencing master.Features of FIE Swordplay•	The world's first mobile game with real rules and techniques from athletic fencing•	Gorgeous 3D graphics, phenomenal animation, and real fencing physics•	Deep customization — fine-tune your weapons and equip your character with gear such as vests and masks•	Compelling PvE campaign: fight your way from novice athlete to Olympic champion•	Asynchronous PvP mode: duel your social network friends•	Incredibly simple, easy-to-use controls. Master several types of weapons quickly, then hone your skills•	Officially supported by the International Fencing FederationStart playing FIE Swordplay and compete in fencing duels that are dynamic, striking, and full of drama — right on the screen of your mobile device! Athletic combat with swords and foils has never looked so spectacular!",0.1121495327102803,0.1037735849056603,0.1121495327102803,0.7220856,"FIE Swordplay is the first mobile game with real athletic rules for fencing with foils, swords, and sabers that is officially supported by the FIE (http://fie.org). Learn real techniques — from simple thrusts to powerful lunges and devious feints. Fight your way from"
com.zaplox.premium.nexthouse,{},1.2142857,9,2024-07-08 11:18:57.197641,"With Next House Copenhagen’s check-in app, we provide you with an easy way to view your booking and manage your check-in through your device. Make your arrival a little smoother and escape the front desk queue at the hostel by using our app’s check-in function. All you have to do is find and select your reservation, register the number of guests, check in and create your keys, simple as that. Our app will quickly provide you with your check-in confirmation, and you are good to go!",Next House Copenhagen check-in app provide you with an easy way to get your key,com.zaplox.premium.nexthouse,6.5.3,304697,79,485,1-2,"With Next House Copenhagen’s check-in app, we provide you with an easy way to view your booking and manage your check-in through your device. Make your arrival a little smoother and escape the front desk queue at the hostel by using our app’s check-in function. All you have to do is find and select your reservation, register the number of guests, check in and create your keys, simple as that. Our app will quickly provide you with your check-in confirmation, and you are good to go!",0.2777777777777777,0.2075471698113207,0.2777777777777777,0.7539772,"With Next House Copenhagen’s check-in app, we provide you with an easy way to view your booking and manage your check in through your device. All you have to do is find and select your reservation, register the number of guests, check in and create your keys, simple as that. Make"
com.takemearound,{},4.0625,20,2020-06-06 17:19:23.115862,"AroundMe allows you to search for your services such as ATM,bank,hospital,pharmacy,restaurant near you within your preferred radius(in kms).Around Me also allows you to add your place on google if you dont find your known company location.<br><br>Using AroundMe app you can filter your search results within the range(in kms) of your choice.You can view whether the shop is opened or closed at the time of your search.AroundMe app displays the opening and closing time of the stores.You can view the results both in miles and kilometers by switching between them using aroundme nearme places app.<br><br>AroundMe also provides street view option to have a look at the street.You can also call to the shop for any inquiries. Also use AroundMe app to connect to the shop keeper&#39;s website.<br><br>Around Me app also provides user&#39;s with the option to save their favorites places and revisit them quickly.<br><br>Around Me app comes with multi language support to make your search in your desired language.<br><br>Do add your feedback about Around Me app in the feedback page inside the app.<br><br>AroundMe app also provides with the navigation route from your current location to the destination location from your search results.","Discover places near me such as ATM,Bank near you from your current location.",com.takemearound,3.0.0,29,77,1236,4-5,"AroundMe allows you to search for your services such as ATM,bank,hospital,pharmacy,restaurant near you within your preferred radius(in kms).Around Me also allows you to add your place on google if you dont find your known company location.Using AroundMe app you can filter your search results within the range(in kms) of your choice.You can view whether the shop is opened or closed at the time of your search.AroundMe app displays the opening and closing time of the stores.You can view the results both in miles and kilometers by switching between them using aroundme nearme places app.AroundMe also provides street view option to have a look at the street.You can also call to the shop for any inquiries. Also use AroundMe app to connect to the shop keeper's website.Around Me app also provides user's with the option to save their favorites places and revisit them quickly.Around Me app comes with multi language support to make your search in your desired language.Do add your feedback about Around Me app in the feedback page inside the app.AroundMe app also provides with the navigation route from your current location to the destination location from your search results.",0.1071428571428571,0.063063063063063,0.0892857142857142,0.56200504,"Using AroundMe app you can filter your search results within the range(in kms) of your choice.You can view the results both in miles and kilometers by switching between them using aroundme nearme places app.AroundMe allows you to search for your services such as ATM,bank,hospital,ph"
com.callumsmith.whatword,GAME,2.642857,49,2022-11-09 05:37:28.330742,"The most fun word game! You&#39;ve got to work out a five letter word. Start off with any word and then you will told which letters are not in the word at all, in the wrong place or in the right place. So you need to then see how quickly you can get the right five letter word. It&#39;s so much simpler than it sounds and you&#39;ll be playing again and again. Enjoy!",The most fun word game!,com.callumsmith.whatword,7.0.0,123,23,367,2-3,"The most fun word game! You've got to work out a five letter word. Start off with any word and then you will told which letters are not in the word at all, in the wrong place or in the right place. So you need to then see how quickly you can get the right five letter word. It's so much simpler than it sounds and you'll be playing again and again. Enjoy!",0.1234567901234567,0.1012658227848101,0.1234567901234567,0.78446364,"The most fun word game! You've got to work out a five letter word. Start off with any word and then you will told which letters are not in the word at all, in the wrong place or in the right place. So you need to then see how quickly you can get the right five letter"
com.wallbox,{},4.3980584,19,2025-04-25 19:00:24.979634,"Unlock the power of your Wallbox charger with the myWallbox app! myWallbox is your hub for our smart charging and energy management solutions and is compatible with all Wallbox electrical vehicle chargers. Connect to Wallbox chargers at home, work or at charging points on-the-go.<br><br>- Save money by setting charging schedules that take advantage of off-peak rates<br>- Control and monitor your EV charging status from anywhere<br>- Track your energy consumption and spending<br>- Avoid unwanted use with remote lock and unlock<br>- Enable advanced environmentally-friendly energy management features like solar EV charging and dynamic load balancing<br>- Access payment options to charge at locations that offer Wallbox charging",Welcome to the next level experience on managing your WallBox charging station.,com.wallbox,2.102.1,441,79,733,4-5,"Unlock the power of your Wallbox charger with the myWallbox app! myWallbox is your hub for our smart charging and energy management solutions and is compatible with all Wallbox electrical vehicle chargers. Connect to Wallbox chargers at home, work or at charging points on-the-go.- Save money by setting charging schedules that take advantage of off-peak rates- Control and monitor your EV charging status from anywhere- Track your energy consumption and spending- Avoid unwanted use with remote lock and unlock- Enable advanced environmentally-friendly energy management features like solar EV charging and dynamic load balancing- Access payment options to charge at locations that offer Wallbox charging",0.1166666666666666,0.0338983050847457,0.0833333333333333,0.638062,"Unlock the power of your Wallbox charger with the myWallbox app!MyWallbox is a smart charging and energy management app for your electric vehicle. Connect to Wallbox chargers at home, work or at charging points on-the-go.- Save money by setting charging schedules that take advantage of"
com.gamesoft.wifi.discover,{},4.0,115,2023-06-17 16:23:50.878015,"The Best way to protect you Wifi from hackers is a strong password and this is the best app to secure your Wifi Password.<br>With this app you can manage almost every function of your WiFi network.<br><br>Features<br>* Generate random and secure password for every type of security like WEP, WPA, WPA2<br>* Scan all the Wifi access points near by you in one second.<br>* Check if your Wifi is connected or not<br>* Forgot connected network<br>* Connect any network by password direct from app<br>* Test internet speed<br>* Check who is on my WiFi?<br>* Get all your IP information like external IP, local IP, MAC address, etc...<br>* Direct copy &amp; paste passwords<br><br>IMPORTANT INFORMATION<br>THIS APP IS NOT FOR CRACKING OR HACKING ANY KIND OF WIFI PASSWORD IF THIS ANY MISUSE OF THIS APP, DEVELOPER WILL NOT BE RESPONSIBLE.",Download the new and easy WiFi Password security and WiFi managing tool,com.gamesoft.wifi.discover,v1.0.5.3,54,71,832,3-4,"The Best way to protect you Wifi from hackers is a strong password and this is the best app to secure your Wifi Password.With this app you can manage almost every function of your WiFi network.Features* Generate random and secure password for every type of security like WEP, WPA, WPA2* Scan all the Wifi access points near by you in one second.* Check if your Wifi is connected or not* Forgot connected network* Connect any network by password direct from app* Test internet speed* Check who is on my WiFi?* Get all your IP information like external IP, local IP, MAC address, etc...* Direct copy & paste passwordsIMPORTANT INFORMATIONTHIS APP IS NOT FOR CRACKING OR HACKING ANY KIND OF WIFI PASSWORD IF THIS ANY MISUSE OF THIS APP, DEVELOPER WILL NOT BE RESPONSIBLE.",0.1095890410958904,0.0138888888888888,0.0821917808219178,0.6269995,"The Best way to protect you Wifi from hackers is a strong password and this is the best app to secure your Wifi Password.With this app you can manage almost every function of your WiFi network.Features* Generate random and secure password for every type of security like WEP, WPA, W"
com.popularvideoapps.mahabharatramayan,{},4.5,4,2020-05-30 01:45:27.975108,"Mahabharat Ramayan Shree Krishna Video. This application contains 1000+ of Mahabharat Ramayan Shree Krishna Full Episode.<br><br>Disclaimer :-<br>The content provided in this application is hosted by YouTube and is available in public domain. We do not upload any videos to YouTube or not showing any modified content. This application provided the organized way to select songs and watch videos. All the content provided in this application has the copy rights of their respective owners. We do not host any of these videos/content. If you are owner of any songs listed in the app and need it to be removed, please send an email to udaypatel6304@gmail.com","Full Episodes of Mahabharat, Ramayan, and Shree Krishna | All Trending Video",com.popularvideoapps.mahabharatramayan,2.0,4,76,656,4-5,"Mahabharat Ramayan Shree Krishna Video. This application contains 1000+ of Mahabharat Ramayan Shree Krishna Full Episode.Disclaimer :-The content provided in this application is hosted by YouTube and is available in public domain. We do not upload any videos to YouTube or not showing any modified content. This application provided the organized way to select songs and watch videos. All the content provided in this application has the copy rights of their respective owners. We do not host any of these videos/content. If you are owner of any songs listed in the app and need it to be removed, please send an email to udaypatel6304@gmail.com",0.1680672268907563,0.0683760683760683,0.1176470588235294,0.7648659,Mahabharat Ramayan Shree Krishna Video. This application provided the organized way to select songs and watch videos. We do not upload any videos to YouTube or not showing any modified content. All the content provided in this application has the copy rights of their respective owners. We are not responsible for any copyright
com.heb.partnernet,{},3.84,434,2025-05-27 20:05:07.566638,"Partners – In order to download the app, follow the instructions at https://pnet.heb.com/app.<br><br>This app provides numerous helpful features for use by H-E-B Partners (employees)",An app for H-E-B Partners (employees),com.heb.partnernet,25.9.1,9501,37,182,3-4,"Partners – In order to download the app, follow the instructions at https://pnet.heb.com/app.This app provides numerous helpful features for use by H-E-B Partners (employees)",0.3684210526315789,0.2222222222222222,0.3684210526315789,0.7180536,"Partners – In order to download the app, follow the instructions at https://pnet.heb.com/app.This app provides numerous helpful features for use by H-E-B Partners (employees)"
com.librarypass,{},1.9285715,23,2024-09-11 04:22:05.355987,"Comics Plus from LibraryPass gives you unlimited access to thousands of digital comics, graphic novels, manga, and picture books from dozens of publishers — exclusively through your school or library.<br><br>Don’t see your school or library listed? Ask your librarian about #ReadAllTheComics!<br><br>No wait lists; no borrowing limits; no late fees<br>Manage your shelf and reading progress across devices<br>Maintain your reading progress across devices<br>Stream titles online without using storage space<br>Download titles for offline reading<br><br>Explore a diverse selection from publishers like ABDO, Andrews McMeel, BOOM! Studios, Capstone, Cherry Lake, Dark Horse, Europe Comics, Fantagraphics, Humanoids, Image Comics, Kodansha, Lerner, Manga Classics, Oni Press, Papercutz, Tokyopop, TOON Books, UDON Entertainment, Yen Press, and dozens more.<br><br>Comics Plus is powered by LibraryPass. Learn more at https://comicsplusapp.com/",Read all the comics and manga with Comics Plus from LibraryPass!,com.librarypass,3.2,381,64,941,1-2,"Comics Plus from LibraryPass gives you unlimited access to thousands of digital comics, graphic novels, manga, and picture books from dozens of publishers — exclusively through your school or library.Don’t see your school or library listed? Ask your librarian about #ReadAllTheComics!No wait lists; no borrowing limits; no late feesManage your shelf and reading progress across devicesMaintain your reading progress across devicesStream titles online without using storage spaceDownload titles for offline readingExplore a diverse selection from publishers like ABDO, Andrews McMeel, BOOM! Studios, Capstone, Cherry Lake, Dark Horse, Europe Comics, Fantagraphics, Humanoids, Image Comics, Kodansha, Lerner, Manga Classics, Oni Press, Papercutz, Tokyopop, TOON Books, UDON Entertainment, Yen Press, and dozens more.Comics Plus is powered by LibraryPass. Learn more at https://comicsplusapp.com/",0.1185185185185185,0.0451127819548872,0.0888888888888888,0.7986422,"Comics Plus from LibraryPass gives you unlimited access to thousands of digital comics, graphic novels, manga, and picture books from dozens of publishers — exclusively through your school or library.Don’t see your library listed? Ask your librarian about #ReadAllTheComics!No wait lists; no"
com.technob.movienews,{},2.08,89,2020-08-01 21:39:20.267313,"Movie Diary is the most complete and Simple app for anyone who’s looking for a quick opinion about a movie.<br><br>Movie Diary lets you find movies, ratings, reviews, Trailers and more available  IMDB and TheMovieDB.<br><br>Features:<br>- Simple to use!<br>- Notifications - Get weekly notifications for movies on your watchlist.<br>- Check in to movies you&#39;re watching<br>- Trending Movies, Newest, Favourites,  Coming Soon <br>- Realtime Search Movies<br>- Movie Details (synopsis, director, cast, critic consensus, etc.)<br>- Top Critic Reviews<br>- Youtube Trailers<br>- Material design!",Movie Diary is a Simple Application for get Details of Movies.,com.technob.movienews,1.3.0,17,62,595,2-3,"Movie Diary is the most complete and Simple app for anyone who’s looking for a quick opinion about a movie.Movie Diary lets you find movies, ratings, reviews, Trailers and more available  IMDB and TheMovieDB.Features:- Simple to use!- Notifications - Get weekly notifications for movies on your watchlist.- Check in to movies you're watching- Trending Movies, Newest, Favourites,  Coming Soon - Realtime Search Movies- Movie Details (synopsis, director, cast, critic consensus, etc.)- Top Critic Reviews- Youtube Trailers- Material design!",0.1978021978021978,0.0449438202247191,0.1538461538461538,0.8410163,"Movie Diary is the most complete and Simple app for anyone who’s looking for a quick opinion about a movie.Movie Diary lets you find movies, ratings, reviews, Trailers and more available on the web. It also has the ability to search movies on IMDB and TheMovieDB.Features:-"
com.app.p3412BG,{},4.857143,1,2025-04-14 02:19:52.726031,"This app is designed to bring similar content found on the JerrySavelle.org website, to mobile devices. Features available in this app are:<br><br>o TV Broadcasts<br>o Daily Devotionals<br>o Audio Messages<br>o Magazine - Adventures in Faith<br>o Dr. Savelles Itinerary<br>o Give &amp; Shop<br>o Social Media, Facebook, Twitter &amp; Instagram",The official Jerry Savelle Ministries International Android app.,com.app.p3412BG,1.68.0,1689165320,64,343,4-5,"This app is designed to bring similar content found on the JerrySavelle.org website, to mobile devices. Features available in this app are:o TV Broadcastso Daily Devotionalso Audio Messageso Magazine - Adventures in Faitho Dr. Savelles Itineraryo Give & Shopo Social Media, Facebook, Twitter & Instagram",0.1153846153846153,0.0,0.0769230769230769,0.65809935,"This app is designed to bring similar content found on the JerrySavelle.org website, to mobile devices. Features available in this app are:o TV Broadcastso Daily Devotionalso Audio Messageso Magazine - Adventures in Faitho Dr. Savelles Itineraryo Give & Shopo Social Media"
