description_html_clean,extracted_text,description_short,generated_about,rouge1_score,rouge2_score,rougeL_score
"Doctor At Home is the best android app for quick, safe, and effective treatment of more than 110 diseases naturally. Using this app you can not only cure diseases at home but also get the information of different diseases like symptoms and causes. Learn to use natural herbs as medicine alternatives.Home treatment and natural cure for stomach, hair, skin, respiratory, circulatory, head, jaw and teeth, bone/joint, eye, and many other diseases.Features: Home Treatment (Natural Cure) for more than 110 ailments Quick search treatment/diseases Diseases by categories Add to favorite Suggest diseases for natural treatment Share treatment to your friends and family OfflineHome doctor means you are yourself a doctor, we guide you how to recover from diseases with natural remedies. Following are the some remedies available in this app. Home remedies for cough Home remedies for constipation Home remedies for sore throat Home remedies for pain Dandruff home remedies Stomach ulcer treatment at home Home remedies for diarrhea Ringworm home treatment And more","Doctor At Home is the best android app for quick, safe, and effective treatment of more than 110 diseases naturally. Using this app, you can cure diseases at home and get information about different diseases, including symptoms and causes. Learn to use natural herbs as medicine alternatives. Home treatment and natural cures are available for various ailments, including stomach, hair, skin, respiratory, circulatory, head, jaw and teeth, bone/joint, eye, and many others. 

Features include home treatment for over 110 ailments, quick search for treatments/diseases, categorization of diseases, the ability to add to favorites, suggestions for natural treatments, and sharing options. Home doctor means you are your own doctor, guided on how to recover from diseases with natural remedies.",Cure 100 plus diseases at your home using Doctor At Home android app.,"Doctor At Home: Quick, Safe, and Effective Natural Treatments for Over 110 Diseases",0.3076923076923077,0.16666666666666666,0.23076923076923078
"Anima Foundation an Organization working for development of skill  and empowerment of rural area of Bengal as well as India. Registered Under Govt of India , MSME and Govt of West Bengal.Anima Foundation working for Development of Education , Digital Education , Education System , Online Assessment , EDP Training , Online Training , Website and Mobile App Development etc.We provide support to rural area training institute to update there Class Room Management , Content , Online Assessment and Training support.We also working in Govt Skill Project . We help Startup in different way.We also provide counselling and staffing solution service , try to provide job to our students.When a person skilled and employable and begins earning, the journey of empowerment continues beyond the present generation.Our Website - animafoundation.in","Anima Foundation is an organization focused on the development of skills and empowerment in rural areas of Bengal and India. Registered under the Government of India, MSME, and the Government of West Bengal, Anima Foundation works on various initiatives including education, digital education, online assessment, EDP training, and website and mobile app development. The foundation supports rural training institutes in enhancing classroom management, content, and training support, and is involved in government skill projects. Additionally, it assists startups and provides counseling and staffing solutions to help students secure employment. The journey of empowerment continues as individuals become skilled and employable, contributing to their communities.",Anima Foundation an Organization working for development of Skill Development.,Anima Foundation: Empowering Skills and Employment in Rural Bengal,0.3157894736842105,0.11764705882352941,0.3157894736842105
"Welcome to the thrilling world of clash and balls!See the ball coming? Just hit it back to defeat your opponents. That's your daily dose of fun in Clash Guys!HIT AND WIN - Be the last one standing with the ball. With each hit, the ball speeds up. Knock out everyone and dominate the game!PARTY TIME - Share unforgettable fun moments with family and friends! Revel in the excitement of multiplayer battles!UNLOCK, UPGRADE, UNLEASH - Progress and power up! Discover a plethora of unique abilities and turn the tide in a blink.CUSTOMIZE YOUR OWN CLASH GUYS - Personalize your appearance, weapons, gestures, and even emotes with a variety of options!Guys, what are you waiting for? Join Clash Guys now, indulge in the fun of multiplayer battles, knock out everyone, and emerge as the ultimate survivor!Got questions? Contact us at contact_clashguys@centurygame.comJoin our community and connect with other players!Discord: https://discord.gg/AzCU4zGF6pFacebook: https://www.facebook.com/profile.php?id=61552674067534TikTok: https://www.tiktok.com/@clashguysgame?lang=enYouTube: https://www.youtube.com/channel/UC6AOLXB0w1pNC4ZE-MYAeWw","Welcome to the thrilling world of Clash Guys! See the ball coming? Just hit it back to defeat your opponents. That's your daily dose of fun in Clash Guys! 

HIT AND WIN - Be the last one standing with the ball. With each hit, the ball speeds up. Knock out everyone and dominate the game!

PARTY TIME - Share unforgettable fun moments with family and friends! Revel in the excitement of multiplayer battles!

UNLOCK, UPGRADE, UNLEASH - Progress and power up! Discover a plethora of unique abilities and turn the tide in a blink.

CUSTOMIZE YOUR OWN CLASH GUYS - Personalize your appearance, weapons, gestures, and even emotes with a variety of options! 

Join Clash Guys now, indulge in the fun of multiplayer battles, knock out everyone, and emerge as the ultimate survivor!",Join friends in Clash Guys for thrilling battles & multiplayer fun!,Clash Guys: Thrilling Multiplayer Ball Battles!,0.625,0.14285714285714285,0.5
Matches are updated every day by the expert team.Our predictions serve as Football.Now you can enjoy and have fun with sports betting without any risk!,Matches are updated every day by the expert team. Our predictions serve as Football. Now you can enjoy and have fun with sports betting without any risk!,We share your sport tips with our expert teams.,"""Football Predictions for Risk-Free Sports Betting""",0.125,0.0,0.125
"One of the world's most popular nature apps, iNaturalist helps you identify the plants and animals around you. Get connected with a community of over 400,000 scientists and naturalists who can help you learn more about nature! What's more, by recording and sharing your observations, you'll create research quality data for scientists working to better understand and protect nature. iNaturalist is a joint initiative by the California Academy of Sciences and the National Geographic Society.KEY FEATURES• Discover species new to you both near and far• Record your own observations and share them with the community• Receive suggestions and crowdsourced identifications of what you've seen • Discuss and help others identify what they've seen• Follow projects comprised of smaller communities and fellow citizen scientists passionate about a particular place and/or speciesFor more info, check out http://www.inaturalist.org","iNaturalist is one of the world's most popular nature apps that helps you identify the plants and animals around you. Connect with a community of over 400,000 scientists and naturalists to learn more about nature! By recording and sharing your observations, you'll create research-quality data for scientists working to better understand and protect nature. 

KEY FEATURES
• Discover species new to you both near and far
• Record your own observations and share them with the community
• Receive suggestions and crowdsourced identifications of what you've seen
• Discuss and help others identify what they've seen
• Follow projects comprised of smaller communities and fellow citizen scientists passionate about a particular place and/or species",Observe and identify plants and animals with your friends,iNaturalist: Identify and connect with nature through community observations.,0.4444444444444444,0.0,0.3333333333333333
"MELP all-in-one Employee App is a tool for personalized engagement, communication, flexible benefits management & beyond.With the ability to individually choose benefits from an international marketplace and features like a Recognition system or Feedback Inbox, it is a must-have for modern employers striving for improved retention through personalized employee experience.","MELP all-in-one Employee App is a tool for personalized engagement, communication, flexible benefits management & beyond. With the ability to individually choose benefits from an international marketplace and features like a Recognition system or Feedback Inbox, it is a must-have for modern employers striving for improved retention through personalized employee experience.",Next-level personalised employee benefits and engagement at your fingertips.,MELP all-in-one Employee App for personalized engagement and flexible benefits management.,0.34782608695652173,0.0,0.17391304347826086
"Telugu Live Channels app a free opensource for watching Free Live TV Channels. Watch your favorite Telugu live news, sports, music, full movies and  all videos instantly on your Android mobile. Watch any live channel form Live to 14 Hours play back by backward scrolling. Don't miss any TV programs.","Telugu Live Channels app is a free open-source application for watching live TV channels. Enjoy your favorite Telugu live news, sports, music, full movies, and videos instantly on your Android mobile. Watch any live channel with playback options of up to 14 hours by backward scrolling, ensuring you never miss any TV programs.","Watch your favorite Telugu HD TV Channels of LIVE News, Music & Full Movies...",Telugu Live Channels: Watch live TV with playback options on your Android mobile.,0.46153846153846156,0.0,0.23076923076923078
"In a hurry? Order ahead and skip the line with our new mobile app.Simply select your cafe, customize your drink and meet us at the designated pick-up area. You’ll be enjoying your coffee in no time!","In a hurry? Order ahead and skip the line with our new mobile app. Simply select your cafe, customize your drink and meet us at the designated pick-up area. You’ll be enjoying your coffee in no time!",In a hurry? Order ahead and skip the line with our new mobile app.,"""Order ahead and skip the line with our new mobile app.""",0.88,0.8695652173913044,0.88
"BavAR[t] is an augmented reality platform dedicated to art and culture. BavAR[t] offers a map of augmented reality experiences to be experienced near you. For each creation viewed, the player collects virtual artworks. This allows the player to collect points exchangeable for vouchers for cultural products, such as tickets to a museum or a concert.","BavAR[t] is an augmented reality platform dedicated to art and culture. It offers a map of augmented reality experiences to be experienced near you. For each creation viewed, the player collects virtual artworks, allowing them to collect points exchangeable for vouchers for cultural products, such as tickets to a museum or a concert.",BavAR[t] a game for art and culture! View artworks in augmented reality near you,BavAR[t]: An augmented reality platform dedicated to art and culture.,0.5384615384615385,0.3333333333333333,0.3846153846153846
"Minnect enables you to connect one on one with experts and celebrities across a range of different categories. Whether you are looking to solve a specific problem, get advice, or get inspired, Minnect puts the knowledge, experience and insights of others right at your fingertips.You can engage with experts in 3 simple ways1. Ask a question and get a text and audio response2. Ask a question and get a video response with additional text3. Engage directly in a one-on-one videoPay by the question or minute - connect and get your answers.","Minnect enables you to connect one on one with experts and celebrities across a range of different categories. Whether you are looking to solve a specific problem, get advice, or get inspired, Minnect puts the knowledge, experience, and insights of others right at your fingertips. You can engage with experts in 3 simple ways: 1. Ask a question and get a text and audio response 2. Ask a question and get a video response with additional text 3. Engage directly in a one-on-one video. Pay by the question or minute - connect and get your answers.",Connect with experts to get questions answered: through chat or video call.,Minnect: Connect one-on-one with experts and celebrities for advice and inspiration.,0.24000000000000002,0.08695652173913043,0.24000000000000002
"Train Jam: Colorful ConductorEmbark on a thrilling railway adventure with ""Train Jam,"" a captivating mobile game that challenges you to master the art of matching wagons and assembling vibrant trains. Strategize your moves, earn rewards, and unlock an array of unique locomotives and wagons in this engaging puzzle game.Features: Wagon Matching Madness: Put your matching skills to the test as you link wagons of the same color to complete trains. With each successful connection, you'll inch closer to conquering the level. Strategic Earnings: Progress through levels and amass a fortune. Use your hard-earned cash to expand your collection with a variety of distinctive trains and wagons, each bringing its own flair to your railway empire. Vibrant Train Variety: Customize your train collection with an assortment of locomotives and wagons, each boasting unique designs. Challenging Levels: Navigate through an array of dynamic and increasingly complex puzzles. Each level presents a fresh challenge, pushing your matching skills to new heights and keeping you engaged for hours on end.Why ""Train Jam"" Will Keep You Hooked:""Train Jam"" combines strategic thinking with colorful matching for a truly addictive experience. As you progress, your collection of trains and wagons will evolve, providing endless opportunities for creative gameplay and stunning visuals.Download now and dive into a world where train matching meets strategic thinking. Unleash your inner conductor, conquer challenging levels, and build a dazzling fleet of customized trains. Are you ready to ride the rails and become the ultimate railway tycoon? All aboard!","Train Jam: Colorful Conductor

Embark on a thrilling railway adventure with ""Train Jam,"" a captivating mobile game that challenges you to master the art of matching wagons and assembling vibrant trains. Strategize your moves, earn rewards, and unlock an array of unique locomotives and wagons in this engaging puzzle game. 

""Train Jam"" combines strategic thinking with colorful matching for a truly addictive experience. As you progress, your collection of trains and wagons will evolve, providing endless opportunities for creative gameplay and stunning visuals. Download now and dive into a world where train matching meets strategic thinking. Unleash your inner conductor, conquer challenging levels, and build a dazzling fleet of customized trains. Are you ready to ride the rails and become the ultimate railway tycoon? All aboard!",Put your matching skills to the test as you link wagons of the same color),Train Jam: Colorful Conductor - A captivating puzzle game where you match wagons and assemble vibrant trains.,0.2580645161290323,0.0,0.12903225806451615
"The Energy Monitoring and Analysis App allows APsystems microinverter system owners to track solar array performance in real time through their mobile device.See system output by day, month, year and lifetime of the array, and calculate energy savings based on price per kilowatt hour.The app also displays environmental savings in gallons of gasoline, trees and carbon emissions.All data is displayed through an easy-to-use graphical interface.","The Energy Monitoring and Analysis App allows APsystems microinverter system owners to track solar array performance in real time through their mobile device. See system output by day, month, year and lifetime of the array, and calculate energy savings based on price per kilowatt hour. The app also displays environmental savings in gallons of gasoline, trees, and carbon emissions. All data is displayed through an easy-to-use graphical interface.",Allows owners to track solar array performance in real time through their mobile,Energy Monitoring and Analysis App for APsystems Microinverter Owners,0.09090909090909093,0.0,0.09090909090909093
" Play and learn the means of transport in English and Spanish, teach your children to concentrate and learn words in another language with super fun images for children to learn the means of transport You can correctly hear pronounced names of vehicles in English and Spanish, You can also listen to the pronunciation more slowly if you wish for a correct learning, each image card has real sound of the means of transport, additionally it has a beautiful background melody so that your children learn happier.The best for kids1. Air transport such as helicopter, plane, jet, rocket, spaceship.2. Land vehicles such as cars, buses, trams, trains, excavators, fire trucks, ambulances, police vehicles, bicycles, caravans, taxis, coaches, limousines, trucks, motorcycles, tractors.3. Water vehicles such as submarines, canoes, ferries, motor boats, sailboatsFEATURES Images of well-chosen vehicles Vehicle names pronounced correctly Photos of vehicles with HD quality Transportation spelling Human voice for vehicles Transport cards Image transport sounds of real vehicles vehicle spellingDownload Transport for kids 100% free, a game will soon be included for children to interact and play while they learn","Play and learn the means of transport in English and Spanish with fun images for children. Teach your children to concentrate and learn words in another language while hearing the correct pronunciation of vehicle names. Each image card features real sounds of the means of transport and a beautiful background melody for a joyful learning experience. 

The app includes:
1. Air transport such as helicopters, planes, jets, rockets, and spaceships.
2. Land vehicles like cars, buses, trams, trains, excavators, fire trucks, ambulances, police vehicles, bicycles, caravans, taxis, coaches, limousines, trucks, motorcycles, and tractors.
3. Water vehicles including submarines, canoes, ferries, motor boats, and sailboats.

Features include HD quality photos of vehicles, correctly pronounced names, human voice for vehicles, transport cards, and real vehicle sounds. Download Transport for Kids 100% free, with a game coming soon for interactive learning.",Learn the means of transport✈🚢 🚓pronounced in English and Spanish for children,"""Transport for Kids: Learn Vehicles in English and Spanish with Fun Sounds and Images""",0.5384615384615384,0.24999999999999994,0.3846153846153846
"This is our event app, the one and only app for events and meetings in Volvo Group.It will be used for showing the agenda, speakers and other practical information about the event.In the app you will be able to answer polling questions as well as asking questions to the stage.The app will be used to send out push notifications with updates before and during the event.We hope you will enjoy using these and many more features in the app during the event.Features:-         Program-         Information-         Dialogue-         Social media-         Participant list-         Image gallery-         Notes","This is our event app, the one and only app for events and meetings in Volvo Group. It will be used for showing the agenda, speakers, and other practical information about the event. In the app, you will be able to answer polling questions as well as ask questions to the stage. The app will be used to send out push notifications with updates before and during the event. We hope you will enjoy using these and many more features in the app during the event. 

Features:
- Program
- Information
- Dialogue
- Social media
- Participant list
- Image gallery
- Notes",The one and only app for events and meetings in Volvo Group.,Volvo Group Event App,0.5,0.14285714285714288,0.25
"Mobile Onet Poczta always with You!Onet Poczta is a free and intuitive mail application.Our application allows you to handle all your Onet’s  email accounts at once. Viewing, reading, replying to emails and attaching files is now easier than ever! Just a single click to add a mailbox and enjoy all the benefits of Onet Poczta.Key features: push notifications for incoming e-mail login to your mail account with just one click the ability to configure multiple mailboxes integrated inbox - all emails in one place! send files from your phone and other services as attachments fast search easy access to all your contacts from your mailbox and telephone marking  important e-mails with an asteriskOnet Poczta is a free, safe, spam-free and fast mailbox with the possibility of sending large attachments - try it today! Create a free account at @onet.pl and get e-mail reliable and adapted to your needs.","Mobile Onet Poczta always with You! Onet Poczta is a free and intuitive mail application that allows you to handle all your Onet email accounts at once. Viewing, reading, replying to emails and attaching files is now easier than ever! Just a single click to add a mailbox and enjoy all the benefits of Onet Poczta. 

Key features include push notifications for incoming emails, one-click login, the ability to configure multiple mailboxes, an integrated inbox for all emails in one place, sending files from your phone and other services as attachments, fast search, easy access to all your contacts, and marking important emails with an asterisk. Onet Poczta is a free, safe, spam-free, and fast mailbox with the possibility of sending large attachments.",Onet Poczta is a mail application to handle all e-mails and accounts on Onet.pl.,Onet Poczta: Your Intuitive Mail Application for All Onet Accounts,0.5384615384615384,0.16666666666666669,0.4615384615384615
"Odessa eats heartily. All people here enjoy meals with the music on and without it too. Here you can find local specialities as well as dishes of the European cuisine, cooked from local delicatessen.  Moreover, you will see the real Italien courtyard with Italien Chef, you will taste French and Greek cuisine, you will eat Jewish matzah, enjoy Bulgarian and Ukrainian dishes. Only visiting Odessa, you can enjoy Odessa cuisine of world’s nations!  More than 150 different tastes! Let’s fall in love with the taste of Odessa!","Odessa eats heartily. All people here enjoy meals with the music on and without it too. Here you can find local specialities as well as dishes of the European cuisine, cooked from local delicatessen. Moreover, you will see the real Italian courtyard with an Italian Chef, taste French and Greek cuisine, eat Jewish matzah, and enjoy Bulgarian and Ukrainian dishes. Only visiting Odessa, you can experience the cuisine of the world’s nations! More than 150 different tastes! Let’s fall in love with the taste of Odessa!",Fall in love with the taste of Odessa!,"""Experience the Cuisine of the World’s Nations in Odessa!""",0.4444444444444445,0.0,0.33333333333333326
Join your team on ONE Softball.Your coach must have a ONE Softball account to use this app.  Tell your coach to checkout www.onesoftball.com.,Join your team on ONE Softball. Your coach must have a ONE Softball account to use this app.,We are ONE Softball,ONE Softball: Team Collaboration App for Coaches and Players,0.30769230769230765,0.18181818181818182,0.30769230769230765
"The Ascend healthcare solutions platform by Blue Summit Software is a complete EVV, billing and payroll solution for Home Healthcare providers. EVV is an integral component of this wholistic approach to home healthcare and required by the CURES act. As such, we are proud to offer the Ascend EVV mobile app to provide a simple, easy to use interface for capturing important data for home visits that are required in today's healthcare industry for proper government accountability and record keeping. With Ascend EVV, users can easily clock in and out of home visits, capture the location of the caregiver, and provide documentation for the visit.","The Ascend healthcare solutions platform by Blue Summit Software is a complete EVV, billing and payroll solution for Home Healthcare providers. EVV is an integral component of this wholistic approach to home healthcare and required by the CURES act. We are proud to offer the Ascend EVV mobile app to provide a simple, easy to use interface for capturing important data for home visits that are required in today's healthcare industry for proper government accountability and record keeping. With Ascend EVV, users can easily clock in and out of home visits, capture the location of the caregiver, and provide documentation for the visit.",Electronic Visit Verification for the Ascend payroll and billing platform.,"Ascend: Complete EVV, Billing, and Payroll Solution for Home Healthcare Providers",0.47619047619047616,0.0,0.1904761904761905
"Search for the nearest Ready2Wash self-service car wash station, wash your car using digital tokens (cashless payment methods) and gain free tokens based on reward programs.","Ready2Wash: Search for the nearest Ready2Wash self-service car wash station, wash your car using digital tokens (cashless payment methods) and gain free tokens based on reward programs.",App for self-service car wash users,Ready2Wash: Find and use self-service car wash stations with cashless payments and rewards.,0.38095238095238093,0.3157894736842105,0.38095238095238093
" Velocity VPN Master - Free, Unlimited, Proxy App100% Free Unlimited! Velocity VPN is completely anonymous. Without any registration. The best free, unlimited, proxy app for android. To proxy sites, watch videos and movies, protect your privacy. such as: Line, WeChat, Instagram, Snapchat, Twitter, Facebook, WhatsApp. Unlimited speed, unlimited time.Easy to use, one-touch connection.Connect to the fastest and most recent VPN proxy server.How does  Velocity VPN Work?Velocity VPN encrypts your data and safely connects you to any web site or mobile app. Mobile virtual private networks are used in settings where an endpoint of the VPN is not fixed to a single IP address. Velocity VPN creates a secure, encrypted “tunnel” over the internet between your smartphone or tablet and whatever website or app you are trying to access to  keeps you safe by directing your data traffic through our secure servers.Try it now.If you have any feedback or suggestions, please send an email to:mgdev888@gmail.com","Velocity VPN Master - Free, Unlimited, Proxy App

Velocity VPN is completely anonymous and requires no registration. It is the best free, unlimited proxy app for Android, allowing you to proxy sites, watch videos and movies, and protect your privacy on platforms like Line, WeChat, Instagram, Snapchat, Twitter, Facebook, and WhatsApp. With unlimited speed and time, it is easy to use with a one-touch connection to the fastest and most recent VPN proxy server. Velocity VPN encrypts your data and safely connects you to any website or mobile app, creating a secure, encrypted “tunnel” over the internet to keep your data traffic safe.",Velocity VPN is a 100% Free VPN that does not require any type of registration.,"Velocity VPN Master - Free, Unlimited, Proxy App",0.27272727272727276,0.1,0.27272727272727276
"1st-ranked real estate app in Korea, Zigbang!- The winner of 2015 Best of the best brand awards- The winner of 2014 Korea mobile app award Zigbang is one-shot solution.Looking for your studio apartment, one-bedroom flat, two-bedroom flat for rent in Korea? Try the dedicated rentals app, Zigbang. Zigbang’s 1st-ranked real estate app in instantly shows you a map for rent. With our simple-to-use filters, you can find real estate listings that match your specific search criteria. Photo slides: View vivid images of studio apartments, one-bedroom studio, two-bedroom studio and more. Custom Searches: See homes sorted by filters like subway station, area, price, house layout. Reliable Zigbang’s clean campaign Clean feedback: Let us get your feedback of conversation with real estate agent. Compensation system: We compensate cash and cleaning tools if you tripped up by misleading information. Zigbang agent: We check every images for giving you truthful contents also go out to take pictures.  Official website & SNSWebsite: zigbang.comFacebook: facebook.com/zigbangpageBlog: blog.zigbang.com","1st-ranked real estate app in Korea, Zigbang! Zigbang is a one-shot solution for finding studio apartments, one-bedroom flats, and two-bedroom flats for rent in Korea. The app instantly shows you a map for rent and allows you to use simple filters to find real estate listings that match your specific search criteria. You can view vivid images of various types of apartments and see homes sorted by filters like subway station, area, price, and house layout. Zigbang ensures reliability with a clean feedback system and compensates users for misleading information. The app's agents verify images to provide truthful content.",Zigbang allows you to check out locations of the room of your choice on the map.,Zigbang: The 1st-ranked real estate app in Korea for finding rental apartments.,0.13793103448275862,0.0,0.13793103448275862
"App provides important information on the many choices migrants living in Australia and New Zealand have when sending money back to their families and friends in the Pacific island nations of the Cook Islands, Fiji, Kiribati, Niue, Papua New Guinea, Samoa, Solomon Islands, Timor-Leste, Tonga, Tuvalu and Vanuatu.Before you send money back to your families, make SendMoneyPacific your first stop. You can compare the fees and foreign exchange rates of many different money transfer companies, and have a better idea about what your friends or family will receive. Often the savings can be large and the money you save can go into the hands of your families at home.We publish this information on our app so people sending money to their families can get the best deal possible.SendMoneyPacific is not a money transfer service. It is a app that allows you to compare the costs for free.","SendMoneyPacific provides important information on the many choices migrants living in Australia and New Zealand have when sending money back to their families and friends in the Pacific island nations of the Cook Islands, Fiji, Kiribati, Niue, Papua New Guinea, Samoa, Solomon Islands, Timor-Leste, Tonga, Tuvalu, and Vanuatu. Before sending money, users can compare the fees and foreign exchange rates of various money transfer companies to understand what their friends or family will receive. This can lead to significant savings, allowing more money to reach families at home. SendMoneyPacific is not a money transfer service; it is an app that allows users to compare costs for free.",Compare the fees & foreign exchange rates of different money transfer companies.,SendMoneyPacific: Compare money transfer costs for Pacific migrants.,0.3157894736842105,0.11764705882352941,0.3157894736842105
"The EVA Alumni App will offer a platform to the Alumni of Vivek High School to connect, collaborate and engage with each other and with the School. Alumni will be able to access details about fellow alumni, share content, articles and posts. The School will be able to keep the alumni updated through news, achievements and alumni events. This App is the place to look for any help, information or guidance from fellow Vivekites. This mobile application is powered by The Alumni App.","The EVA Alumni App will offer a platform to the Alumni of Vivek High School to connect, collaborate and engage with each other and with the School. Alumni will be able to access details about fellow alumni, share content, articles and posts. The School will be able to keep the alumni updated through news, achievements and alumni events. This App is the place to look for any help, information or guidance from fellow Vivekites. This mobile application is powered by The Alumni App.","The EVA Alumni App will offer a platform to connect, collaborate and engage.","EVA Alumni App: Connect, Collaborate, and Engage with Fellow Vivekites",0.608695652173913,0.4761904761904762,0.608695652173913
The appendix contains a description of the migration law.,The appendix contains a description of the migration law.,Directory of Migration Law,Migration Law Guide,0.5714285714285715,0.4,0.5714285714285715
"All NEW – Fleet Complete Mobile Fleet Tracking ApplicationManage your fleet On-The-Go with Fleet Complete Mobile. As an extension to our new Fleet Complete Web based application locating, searching Assets and Points of Interest has never been easier.Access your fleet information, view real time status information right from your mobile device.WHAT'S NEW- New design with a focus on ease of use- Optimized for your mobile device- View and search all of your Assets and POI- Automatic clustering of Assets and POI make navigating easier- Multi Language Support; English, French, and Spanish","All NEW – Fleet Complete Mobile Fleet Tracking Application. Manage your fleet On-The-Go with Fleet Complete Mobile. As an extension to our new Fleet Complete Web based application, locating and searching Assets and Points of Interest has never been easier. Access your fleet information and view real-time status information right from your mobile device. 

WHAT'S NEW:
- New design with a focus on ease of use
- Optimized for your mobile device
- View and search all of your Assets and POI
- Automatic clustering of Assets and POI makes navigating easier
- Multi Language Support: English, French, and Spanish",Manage your fleet On-The-Go with Fleet Complete Mobile Tracking Application,Fleet Complete Mobile Fleet Tracking Application,0.6666666666666666,0.37499999999999994,0.5555555555555556
Bumble is social media app available for android users. This app help you to find new friends. Features :# you can add your feeling in your profile# easily you can copy your profile link and send it your friend# You will able to find who nearby your location# Talk in real-time and stay in touch at all times with Instant Chat# You can see all the notification in your main page# You can send a gift your friends# you can see profile visitors.,"Bumble is a social media app available for Android users that helps you find new friends. 

Features:
- Add your feelings to your profile
- Easily copy your profile link and share it with friends
- Find people nearby your location
- Talk in real-time and stay in touch with Instant Chat
- View all notifications on your main page
- Send gifts to your friends
- See profile visitors",Best communication app available for android users.,Bumble: A social media app for finding new friends.,0.25,0.0,0.25
"Wisomm app is all about wine tastings. You can store any wine you love by clicking Like Wine, you can rate any winery on event you visit and join by one click multiple Wine Clubs. You can buy tickets to many wine events and get discounts. If you love wine events you gonna love Wisomm!What is new? Wine clubs - join or sign out, Wine Lists, My Wine Library, Like Wine, Top Wine.Enjoy!","Wisomm app is all about wine tastings. You can store any wine you love by clicking Like Wine, you can rate any winery on events you visit and join multiple Wine Clubs with one click. You can buy tickets to many wine events and get discounts. If you love wine events, you're going to love Wisomm! What is new? Wine clubs - join or sign out, Wine Lists, My Wine Library, Like Wine, Top Wine. Enjoy!",What you get? 1) discount tickets 2) wineries ratings 3) own wine archive,"""Wisomm: Your Ultimate Wine Tasting Companion""",0.10526315789473684,0.0,0.10526315789473684
"Elite Trainr is a personal training management platform connecting athletes with their trainers.The Elite Trainr - Athletes application gives athletes real time access to:• Workout Programs• Meal Plans• Supplement Protocols• Cardio ProgramsAdditional Features include:1) Track your progress by checking in regularly and uploading progress pictures as well as  body measurements. 2) Improve your workouts week to week by tracking sets, weights and reps.3) Communicate directly with your trainer and get answers to your programs questions quickly.Elite Trainr promotes fitness accountability and motivation by keeping you connected to your goals and fitness plan.","Elite Trainr is a personal training management platform connecting athletes with their trainers. The Elite Trainr - Athletes application gives athletes real-time access to workout programs, meal plans, supplement protocols, and cardio programs. It promotes fitness accountability and motivation by keeping you connected to your goals and fitness plan.",Elite Personal Training Management Platform,Elite Trainr - Personal training management platform for athletes.,0.7692307692307693,0.5454545454545454,0.7692307692307693
Choose the best moment of your video and save it with MP4 Cutter.Do you like to record video with your android phone? Now you can choose only the best part of your video and cut it. It will save more storage space and you can remove all the bad moment in the video.From the creator of MP3 Cutter.,Choose the best moment of your video and save it with MP4 Cutter. Do you like to record video with your android phone? Now you can choose only the best part of your video and cut it. It will save more storage space and you can remove all the bad moments in the video. From the creator of MP3 Cutter.,Choose the best moment of your video and save it with MP4 Cutter,MP4 Cutter: Choose the best moment of your video and save it.,0.9600000000000001,0.8695652173913043,0.8
"A Web-Based community for developers & students. We are Stronger TogetherShare ideas, discuss technical problems, and help out each other Explore a wide range of topicsfrom web development, application development, frontend, backend & even more! Rankings & LeaderboardsDiscuss, help and share ideas among others and climb the leaderboard in the process","A Web-Based community for developers & students. We are Stronger Together. Share ideas, discuss technical problems, and help out each other. Explore a wide range of topics from web development, application development, frontend, backend & even more! Rankings & Leaderboards. Discuss, help and share ideas among others and climb the leaderboard in the process.",A Web Based community for developers & students.,"""Web-Based Community for Developers & Students""",0.923076923076923,0.9090909090909091,0.923076923076923
"Hey! You've just found the treasure App Gemgala. Gemgala is a social app designed to provide users with an interactive gaming experience while also allowing them to make new friends. Game:· Features a variety of friendly games for you.· Lucky Race , Lucky Card , Lucky Number  and so on. · Exchange gaming experiences and create new connections.Party:· Create and join multiplayer voice party rooms with multiple games.· Up to 8 people can chat at the same time.· Users can switch games freely while chatting.· Send and receive a variety of gifts. · Invite friends to play together.You can connect with people from all over the world on Gemgala, an interesting social gaming platform.  Chat, socialize, and play interesting games. Now it's time to start playing and making new friends. Download Gemgala for free and enjoy your leisure time now! We strive to make you happy and welcome your feedback. We are eager to hear your complaints and suggestions.","Gemgala is a social app designed to provide users with an interactive gaming experience while also allowing them to make new friends. It features a variety of friendly games such as Lucky Race, Lucky Card, and Lucky Number, enabling users to exchange gaming experiences and create new connections. Users can create and join multiplayer voice party rooms with up to 8 people, chat while playing different games, send and receive gifts, and invite friends to play together. Connect with people from all over the world on Gemgala, chat, socialize, and enjoy interesting games. Download Gemgala for free and start making new friends!",Gemgala provides a platform to chat and play games with people around the world!,Gemgala: A social app for interactive gaming and making new friends.,0.32,0.0,0.23999999999999996
